system:index,burned_area,date,latitude,longitude,.geo
2025_01_01,,2025-01-01,22.312625519457146,77.96066166777419,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_01,,2025-02-01,22.312625519457146,77.96066166777419,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_01,,2025-03-01,22.312625519457146,77.96066166777419,"{""type"":""MultiPoint"",""coordinates"":[]}"
